id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35464199,BEST PRICE IN GARDEN TOWERS!!!,11508263,Ilona,,Praha 3,50.08428,14.46664,Entire home/apt,2726,2,35,2024-12-15,0.51,1,9,16,
35531524,Hygge Place in the Old Town!,8134476,Sarah & Jan,,Praha 1,50.09313,14.4326,Entire home/apt,1391,2,313,2025-03-08,4.46,11,133,56,
35591072,"Adalbert by National Theater,Prague city center",39370834,Silvia,,Praha 2,50.07671,14.41506,Entire home/apt,2278,2,261,2025-03-05,3.88,1,227,66,
35601040,Warm room in Smichov in the heart of Prague,22725924,Patricia,,Praha 5,50.073009,14.393521,Private room,1197,1,23,2024-12-09,1.72,1,205,15,
35608638,Quaint Urban Ferdinand Palace Apartment,48253119,Daniel,,Praha 1,50.0781,14.42279,Entire home/apt,1427,1,377,2025-01-24,5.39,49,322,73,
35612748,Wenceslas Sq with little Garden,68824474,Magda & Milan,,Praha 1,50.07728,14.42734,Entire home/apt,1200,2,160,2025-02-27,2.31,2,73,56,
35681819,Apartment Na Kozacce 4bedrooms 2nd floor,15683232,Vaclav,,Praha 2,50.07026,14.44167,Entire home/apt,,3,14,2025-01-05,0.20,32,0,2,
35700839,Hidden Old Town Getaway,38100935,Wimgen,,Praha 2,50.07703,14.4238,Entire home/apt,1323,2,332,2025-02-07,4.79,5,337,51,
35703646,Stunning new 1 bedroom apt. in Prague centre,90401972,Romana,,Praha 2,50.07081,14.43345,Entire home/apt,1476,1,299,2025-02-14,4.29,28,138,56,
35710436,One bedroom apartment with separate kitchen,258524516,Son,,Praha 3,50.08185,14.44827,Entire home/apt,1643,2,3,2025-01-27,0.37,2,11,3,
35735568,3BDR apartment in Jiriho z Podebrad Prague 2,176940781,Jan,,Praha 3,50.08045,14.45343,Entire home/apt,1536,5,3,2023-08-07,0.04,9,15,0,
35738990,Apartment Prague Žižkov,268832871,Ari,,Praha 3,50.08478,14.45365,Entire home/apt,3325,5,0,,,2,274,0,
35759446,"Cozy apartment , 7 minutes from the center",50028043,Oxana & Serge,,Praha 3,50.08633,14.44955,Entire home/apt,870,2,341,2025-03-15,4.98,6,59,57,
35790762,NEW Chic Studio w/terrace,5463516,Zuzana & Seven Keys Team,,Praha 2,50.0772,14.42229,Entire home/apt,1261,1,165,2025-03-11,2.39,74,164,40,
35802753,Old Town Hidden Apartment - Very Unique,2207071,Micah,,Praha 1,50.09271,14.42449,Entire home/apt,1586,30,33,2024-10-20,0.48,1,293,6,
35828968,Cosy Hotel Room with breakfast option,3228013,Kira And Irina,,Praha 2,50.07075,14.43076,Hotel room,,1,38,2024-01-23,0.89,34,357,0,
35828980,Superior Hotel Room with breakfast option,3228013,Kira And Irina,,Praha 2,50.07075,14.43076,Hotel room,,1,69,2024-10-06,2.01,34,350,15,
35833491,Large luxury villa in central Prague,35549741,Romana,,Praha 10,50.07416,14.45353,Entire home/apt,17181,2,80,2025-01-01,1.17,1,247,14,
35838025,"Hotel Rott,Old Town,  Standard Double or Twin Room",266936495,Hotel Rott,,Praha 1,50.08608,14.42028,Hotel room,3859,1,1,2022-11-27,0.04,3,74,0,
35838279,"Hotel Rott,Old Town,Standard Double Room+Extra Bed",266936495,Hotel Rott,,Praha 1,50.08528,14.42322,Hotel room,4863,1,0,,,3,74,0,
35854251,Prague Centre Armani Apartment,4270661,Gregor,,Praha 1,50.07782,14.42282,Entire home/apt,2711,2,146,2024-12-31,2.10,1,349,49,
35857312,CITY CENTER Charvatova Cozy Apartment id: (34),9550037,Anton & Vika,,Praha 1,50.08232,14.42277,Entire home/apt,2136,2,82,2025-03-05,1.19,41,206,17,
35874116,Large 3-bedroom Downtown Apartment - Best Location,82459266,Zeb,,Praha 2,50.07725,14.41764,Entire home/apt,,2,188,2025-01-03,2.69,34,0,36,
35875280,"Central Spacious APT, Authentic LOCALS Atmosphere♥",82459266,Zeb,,Praha 2,50.0773,14.41766,Entire home/apt,1420,2,188,2025-02-17,2.69,34,182,32,
35914080,L11 Prague Apartments,24787986,Igor,,Praha 2,50.07857,14.43281,Entire home/apt,,2,1,2019-10-06,0.02,1,0,0,
35933807,Park Life in Gothic splendeur,6731223,Nuno,,Praha 7,50.09821,14.42922,Entire home/apt,1500,21,0,,,1,136,0,
35934595,Cozy basement flat (3 mins to the center by metro),191757452,Jakub,,Praha 4,50.06071,14.43238,Entire home/apt,1606,2,46,2024-12-30,0.67,4,104,5,
35936241,Wenceslas Square Royal Two Bedroom Apartment,177398802,Krste,,Praha 1,50.08351,14.42844,Entire home/apt,2668,1,319,2025-02-25,4.57,41,271,46,
35943001,"AGNES'S apartment ""VLTAVA' river bank SPIRIT""",268176030,Petra,,Praha 5,50.06876,14.4111,Entire home/apt,1154,2,83,2025-03-08,1.20,1,229,11,
35996529,Maximilian Central apartment 1A,112366764,Irina,,Praha 2,50.07158033946185,14.415249253967296,Entire home/apt,,1,108,2025-01-03,3.34,2,253,44,
36021912,"26 - Cozy, Central and Hip studio ! BRAND NEW",255181526,Cde-R,,Praha 3,50.07633,14.45171,Entire home/apt,886,3,116,2025-02-16,1.67,8,165,27,
36025464,Two Bedrooms Apartment in downtown  Prague,271014674,Dagmar,,Praha 1,50.08974,14.42555,Entire home/apt,3171,2,130,2025-03-09,1.87,1,239,49,
36025651,"26 - Industrial design, Central yet local location",255181526,Cde-R,,Praha 3,50.07623,14.45335,Entire home/apt,886,3,122,2025-02-24,1.75,8,162,23,
36027067,26 - Comfortable studio in Hip &Central location !,255181526,Cde-R,,Praha 3,50.07608,14.45171,Entire home/apt,886,3,126,2024-12-09,1.82,8,154,26,
37760315,Apartment with 4 bedrooms for 8 persons,109089184,Michal,,Praha 3,50.09179,14.49517,Entire home/apt,1506,1,1,2019-08-19,0.01,69,48,0,
37761409,Small flat,274315625,Dagmar,,Praha 12,50.01048,14.40303,Entire home/apt,1350,1,42,2025-02-09,0.63,1,7,15,
37761987,N*4 Apartment next to the Charles bridge,9805061,Harris,,Praha 5,50.07762,14.40532,Entire home/apt,1563,2,79,2025-03-09,1.16,3,263,33,
37762680,N*5 Apartment next to the Charles bridge,9805061,Harris,,Praha 5,50.07884,14.40528,Entire home/apt,1466,2,73,2025-03-09,1.08,3,329,46,
37768219,Apartment with two bedrooms close to downtown,109089184,Michal,,Praha 3,50.09085,14.48428,Entire home/apt,1381,1,3,2025-01-02,0.09,69,0,2,
37776136,"Apartments 7 in a historic villa. M/tr, 10m/center",232318816,Marina,,Praha 5,50.05991,14.3965,Hotel room,,2,148,2025-01-05,2.19,8,0,41,
37777999,Residence Sarka,91533378,Petr,,Praha 6,50.10169,14.3639,Private room,2561,2,32,2023-12-08,0.48,3,276,0,
37781678,PRIVATE PINK ROOM/CITY CENTRE/AIR-CONDITION,23208630,František,,Praha 2,50.07699,14.42432,Hotel room,1013,1,22,2019-12-26,0.32,24,146,0,
37788061,Apartment for 8 persons with 4 bedrooms,109089184,Michal,,Praha 3,50.08972,14.49298,Entire home/apt,2134,1,0,,,69,48,0,
37788599,Apartment for 8 persons in 4 bedrooms,109089184,Michal,,Praha 3,50.09008,14.49297,Entire home/apt,2134,1,2,2023-07-11,0.03,69,48,0,
37793657,Studio for 1 person with a nice view,109089184,Michal,,Praha 3,50.091,14.4952,Entire home/apt,1381,1,3,2023-07-30,0.05,69,48,0,
37798694,Apartment for 4 persons with 2 bedrooms,109089184,Michal,,Praha 3,50.09222,14.48403,Entire home/apt,1481,1,6,2023-08-24,0.09,69,0,0,
37808027,❤ New modern safe Studio in Prague centre,286150929,Dzmitryj,,Praha 1,50.07999,14.42034,Entire home/apt,1215,2,267,2025-03-09,3.93,1,292,53,
37816590,PRIVATE BLUE ROOM IN CITY CENTRE/AIR-CONDITION,23208630,František,,Praha 1,50.07843,14.42405,Hotel room,1070,1,15,2020-01-02,0.22,24,131,0,
37830674,PRIVATE YELLOW ROOM IN CITY CENTRE/AIR-CONDITION,23208630,František,,Praha 2,50.07712,14.4222,Hotel room,,1,20,2019-12-28,0.29,24,135,0,
37831929,PRIVATE PURPLE ROOM IN CITY CENTRE/AIR-CONDITION,23208630,František,,Praha 2,50.07644,14.42307,Hotel room,1070,1,21,2025-02-10,0.31,24,161,1,
37832390,PRIVATE BROWN ROOM IN CITY CENTRE/AIR-CONDITION,23208630,František,,Praha 2,50.07632,14.42396,Hotel room,,1,11,2019-12-30,0.16,24,124,0,
37832428,VENUS apt. 7 min. to City Center,223497489,Diljara,,Praha 4,50.06216,14.44296,Entire home/apt,,3,76,2025-01-03,1.12,10,0,16,
37847247,URAN apt. 15 min Wenceslav square,223497489,Diljara,,Praha 4,50.06215,14.44308,Entire home/apt,,3,116,2025-01-05,1.71,10,0,17,
37855800,Spacious Studio with Balcony + Parking available,123711443,Creative Residence,,Praha 1,50.07888,14.42901,Entire home/apt,1694,2,72,2025-03-10,1.06,35,69,41,
37875379,Apartment By River Port-10 minutes Heart Of Prague,84103974,Radka Myskova,,Praha 7,50.106605529785156,14.454268455505371,Entire home/apt,1100,1,72,2025-01-02,2.03,9,108,32,
37950078,Studio 2 - Family/Friendly flat close to center,9012624,Darja,,Praha 3,50.08479,14.45097,Entire home/apt,1039,3,254,2025-03-06,3.80,2,174,69,
37953697,TERRA • 7 minutes from the city center (Museum),223497489,Diljara,,Praha 4,50.06416,14.44511,Entire home/apt,,3,70,2025-01-05,1.03,10,0,20,
37962016,N*6 Apartment next to the Charles bridge,9805061,Harris,,Praha 5,50.07727,14.40724,Entire home/apt,1635,2,69,2025-03-09,1.03,3,309,36,
37967371,3KK - Family/friendly flat close to center,9012624,Darja,,Praha 3,50.08571,14.45197,Entire home/apt,1967,3,254,2025-03-13,3.80,2,111,78,
37985565,MARS • 7 minutes from the city center,223497489,Diljara,,Praha 4,50.06435,14.44336,Entire home/apt,,3,85,2025-01-04,1.26,10,0,14,
37987892,Cute modern apartment in Letna,63766399,David,,Praha 7,50.10184,14.42757,Entire home/apt,96268,1,16,2024-12-28,0.25,1,13,1,
37994282,Angel City Aparthotel - Apartment n.12,59629547,Petr,,Praha 5,50.06938,14.40228,Hotel room,1882,2,1,2020-11-01,0.02,26,297,0,
37995070,Villa Private Apt. with Balcony and Swimming Pool,4279290,Vincent,,Praha 4,50.05605,14.42457,Entire home/apt,678,2,48,2025-02-25,0.71,12,151,12,
37995809,Angel City Aparthotel - Apartment n.11,59629547,Petr,,Praha 5,50.06945,14.40259,Hotel room,,2,5,2024-11-11,0.13,26,264,1,
37996299,Large Room in a Beautiful Villa with Swimming Pool,4279290,Vincent,,Praha 4,50.05405,14.42304,Private room,572,2,83,2025-02-14,1.23,12,238,52,
37997126,"Villa Room with Lovely View, Free Parking and Pool",4279290,Vincent,,Praha 4,50.05588,14.42276,Private room,504,2,81,2025-02-17,1.20,12,239,22,
38022696,Spacious bright flat next to the Wenceslas Square,123711443,Creative Residence,,Praha 1,50.07848,14.42791,Entire home/apt,1861,2,190,2025-03-07,2.82,35,122,34,
38023891,"Prime Location Studio w/ Balcony, Quiet & Parking",123711443,Creative Residence,,Praha 1,50.07848,14.42791,Entire home/apt,1599,2,260,2025-03-13,3.86,35,129,70,
38044675,Studio with Balcony in the Centre,123711443,Creative Residence,,Praha 1,50.07848,14.42791,Entire home/apt,1686,2,244,2025-03-13,3.62,35,145,56,
38044761,Parking garage  Central Apartment with balcony,123711443,Creative Residence,,Praha 1,50.07839,14.42796,Entire home/apt,1743,2,198,2024-11-28,2.93,35,142,25,
38056289,"Basic, clean. Center 20mi, food rest 3m, metro 8m",56543,Petr,,Praha 9,50.12552,14.49682,Private room,797,1,61,2025-02-09,0.92,1,54,20,
38062553,Old Town Royal Apartment with Lovely Giant Terrace,177398802,Krste,,Praha 1,50.09025,14.42739,Entire home/apt,,1,299,2025-03-12,4.43,41,304,45,
38068728,Family Apartment with Parking & Train Station,288885253,Nina,,Praha 22,50.03417,14.58947,Entire home/apt,1890,1,65,2024-12-27,1.00,1,309,11,
37238427,Cozy Attic Suite under the Prague Castle,60747098,Ivana,,Praha 1,50.08685,14.40349,Entire home/apt,2238,1,1,2019-08-11,0.01,9,234,0,
37238557,Irmus & Mickey Apartment,48849144,Irma,,Praha 6,50.10317,14.38768,Private room,950,2,2,2025-01-02,0.65,1,206,2,
37242663,Premium En-suite Guest Room Private Bathroom,2701246,Michal,,Praha 3,50.08998,14.46674,Private room,2651,1,43,2025-03-11,0.66,6,216,15,
37243834,Romantic View Apartment,31263447,Kristine,,Praha 1,50.08696,14.42156,Entire home/apt,2744,1,6,2024-12-15,0.22,17,270,1,
37246788,Charles square Spacious flat in the very centre,280415646,Olinn,,Praha 2,50.07562,14.42196,Entire home/apt,2365,2,181,2025-03-10,2.65,3,145,29,
37264041,Hotel Style Bedroom & Lounge Private Bath Balcony,2701246,Michal,,Praha 3,50.089985,14.466746,Private room,1194,1,4,2025-02-02,0.27,6,234,3,
37318800,Praha4,280932472,Сергiй,,Praha 4,50.05879,14.45421,Entire home/apt,,14,0,,,1,365,0,
37339081,Heart of Prague Lodgings,37890890,Vít,,Praha 1,50.08486,14.43557,Private room,463,1,62,2025-03-03,1.25,19,348,45,
37339811,Heart of Prague Lodgings,37890890,Vít,,Praha 1,50.08583,14.43598,Private room,636,1,75,2024-09-20,1.17,19,289,40,
37343426,Luxury apartment with Prague castle view,5297514,Wishlist Prague Residences,,Praha 5,50.0776,14.40735,Entire home/apt,3314,2,36,2025-02-11,0.53,41,163,23,
37350317,Sunlit Central Studio - with stunning balcony,123711443,Creative Residence,,Praha 1,50.07807,14.42489,Entire home/apt,1707,2,293,2025-03-09,4.29,35,140,83,
37360258,OLD TOWN Cozy Apt. next to National Theatre,281496132,David,,Praha 1,50.08226,14.4147,Entire home/apt,1364,2,253,2025-02-26,3.79,1,269,67,
37363037,*SUNNY & STYLISH* Apt near metro GARAGE & BALCONY,281531838,Kateřina,,Praha 3,50.08047,14.44924,Entire home/apt,2809,1,228,2025-03-07,3.43,1,224,55,
37377097,Amazing new 2 bedrooms apr. In Prague centre,90401972,Romana,,Praha 2,50.07018,14.43425,Entire home/apt,1247,1,296,2025-02-28,4.38,28,60,67,
37377944,1A aprtment with extending sofa for 2+2,9805316,Filip,,Praha 1,50.07889,14.41696,Entire home/apt,,30,2,2022-11-25,0.06,12,193,0,
37380854,New Luxury Flat with cool view from Balcony,223458022,Anzhela,,Praha 7,50.10136,14.45464,Entire home/apt,1365,1,438,2025-03-09,6.44,3,249,98,
37381667,1B first floor just for 2,9805316,Filip,,Praha 1,50.07909,14.41569,Entire home/apt,1381,30,26,2024-09-25,0.38,12,284,1,
37402446,RIVERSIDE  PRAGUE bellissimo appartamento,281956268,MarLor SRO Lorenzo,,Praha 5,50.07739,14.4073,Entire home/apt,,1,89,2025-01-02,1.32,2,0,31,
37403950,Spacious and quiet 3BD home by National Museum,281969987,Mira,,Praha 2,50.07755,14.43074,Entire home/apt,2863,2,205,2025-02-16,3.01,4,317,25,
37405104,LA CASA SUL FIUME PRAGUE,281956268,MarLor SRO Lorenzo,,Praha 5,50.0721,14.36997,Entire home/apt,,1,16,2024-12-30,0.56,2,0,5,
37495301,New apartment in a historical building,282950443,Luděk,,Praha 7,50.10518,14.45042,Entire home/apt,1500,2,81,2025-03-02,1.20,1,50,25,
37515833,"CHIC Apt. - A/C, Terrace & Prague Castle View",5463516,Zuzana & Seven Keys Team,,Praha 1,50.07998,14.4245,Entire home/apt,1533,1,311,2025-03-11,4.56,74,78,63,
37525090,Quaint Colourful Apartment in City Center,48253119,Daniel,,Praha 1,50.09206,14.41938,Entire home/apt,1330,1,293,2025-03-14,4.30,49,325,68,
37580294,Two-bedded studio close to downtown,109089184,Michal,,Praha 3,50.09295,14.48416,Entire home/apt,791,1,23,2024-11-18,0.34,69,0,2,
37623881,"Comfy Room 5min from River, Legion Bridge & Kampa",1542067,Fabien,,Praha 5,50.0782,14.40783,Private room,,1,39,2023-12-19,0.57,2,0,0,
37643357,Apartment with private garden in the real centre,144131668,Elena,,Praha 1,50.07824,14.42868,Entire home/apt,1711,2,80,2025-01-19,1.18,6,219,4,
37677560,"The ICON Hotel & Lounge, Deluxe Double Room",270258279,Ioannis,,Praha 1,50.08009,14.42465,Hotel room,3353,1,0,,,4,291,0,
37677633,"The ICON Hotel & Lounge, Junior Suite",270258279,Ioannis,,Praha 1,50.08009,14.42465,Hotel room,4358,1,1,2021-10-10,0.02,4,277,0,
37703085,Apartment with a balcony in the real centre,144131668,Elena,,Praha 1,50.07743,14.42861,Entire home/apt,3235,2,73,2025-02-21,1.08,6,271,3,
37708678,4 Pleasure Apartment with terrace of Prague,279075361,Jana,,Praha 1,50.07878,14.43187,Entire home/apt,1021,4,166,2025-02-14,2.45,1,80,37,
37730281,Apartment for 4 persons with balcony and parking,109089184,Michal,,Praha 3,50.09184,14.48392,Entire home/apt,1381,1,8,2023-08-11,0.12,69,0,0,
37730936,Two bedrooms apartment with balcony,109089184,Michal,,Praha 3,50.09044,14.4866,Entire home/apt,,1,5,2022-07-17,0.07,69,0,0,
37736390,Apartment for four persons with balcony,109089184,Michal,,Praha 3,50.09113,14.48224,Entire home/apt,1381,1,7,2023-08-14,0.11,69,0,0,
37736625,Apartment for 4 persons with two bedrooms,109089184,Michal,,Praha 3,50.09256,14.48304,Entire home/apt,1381,1,8,2025-01-02,0.13,69,0,2,
37747431,"26- Freshly refurbished, central budget studio!NEW",255181526,Cde-R,,Praha 3,50.07786,14.45197,Entire home/apt,886,3,116,2025-02-23,1.71,8,166,27,
37759556,Apartment with two bedrooms and balcony,109089184,Michal,,Praha 3,50.09218,14.48421,Entire home/apt,1381,1,6,2023-08-15,0.09,69,0,0,
37759676,Apartment for 4 persons with two bedrooms,109089184,Michal,,Praha 3,50.09049,14.48413,Entire home/apt,1381,1,8,2024-08-12,0.12,69,0,1,
38941222,Family central home right by a large park,6747156,Andrea,,Praha 2,50.06606,14.42881,Entire home/apt,22595,5,0,,,1,362,0,
38954142,Lavish and chic duplex apartment,47635986,Zdeněk,,Praha 5,50.076988220214844,14.405332565307617,Entire home/apt,,2,53,2025-01-05,0.83,14,0,20,
38996195,Apartmán u Jindřišské věže,38842735,Miroslav,,Praha 1,50.08287,14.43031,Entire home/apt,4625,2,162,2024-05-13,2.50,10,0,8,
39023945,Artistic apartment - ateliér,299044001,Pavel,,Praha 2,50.07888,14.4451,Entire home/apt,,2,44,2024-09-21,0.67,1,0,6,
39032022,AMAZING 3BDR Home few steps WENCESLAS Sq.,47897579,Jan,,Praha 2,50.07605,14.42845,Entire home/apt,2579,2,307,2025-03-09,4.66,1,70,60,
39042013,"Marilyn WiFi, AC, town 10' walk, Park free, Views!",292296048,Alex,,Praha 5,50.06096755204281,14.411502838134775,Entire home/apt,1755,2,199,2025-02-27,3.02,18,166,46,
39042816,Apartment for 2 persons,63053344,Hotel,,Praha 4,50.06525,14.43986,Hotel room,1632,1,2,2022-02-27,0.05,6,262,0,
39043074,Apartment for 3 persons,63053344,Hotel,,Praha 4,50.0649,14.43975,Hotel room,2422,1,11,2024-01-04,0.26,6,277,0,
39043286,Apartment for 4 persons,63053344,Hotel,,Praha 4,50.06486,14.44098,Hotel room,3340,1,1,2021-12-19,0.03,6,224,0,
39043445,Two-Bedroom Apartment,63053344,Hotel,,Praha 4,50.0649,14.43959,Hotel room,4819,1,12,2024-08-11,0.30,6,254,1,
39052140,OLD TOWN - 3 Room Balcony Apartment,3287258,David,,Praha 1,50.0896,14.42568,Entire home/apt,1998,1,9,2024-12-30,0.21,25,332,1,
39085645,"New&fully equipped flat, subway, 15 min - downtown",45828306,Andrea,,Praha 13,50.05148,14.34707,Entire home/apt,2046,1,31,2025-01-02,0.48,1,163,12,
39086103,Sunny Condo Studio in Center/Local Part w. Netflix,177301613,Ulvi,,Praha 3,50.08338,14.44731,Entire home/apt,1143,1,254,2025-02-27,4.29,13,263,51,
39094045,Nomadic Style Studio near the centre w. Mezzanine,177301613,Ulvi,,Praha 3,50.08377,14.44578,Entire home/apt,969,1,305,2025-03-07,4.60,13,285,56,
39094536,Compact Lovely Studio facing to Quiet courtyard,177301613,Ulvi,,Praha 3,50.08325,14.44663,Entire home/apt,1004,1,149,2025-02-14,2.25,13,145,40,
39107883,Apartment Anna near Vysehrad - 5 mins from metro C,263461028,Lucie,,Praha 4,50.0597,14.42748,Entire home/apt,2090,3,36,2024-10-27,0.55,1,221,6,
39128741,Gorgeous apt. in the city center with free parking,65595089,Linda,,Praha 1,50.078392028808594,14.427959442138672,Entire home/apt,2226,2,385,2025-02-28,5.81,3,27,81,
39170989,(7) Spacious private room close to city center,47201136,Giga,,Praha 4,50.0444663,14.42446026,Private room,556,1,193,2024-12-27,2.93,6,230,58,
39173283,Top roof flat with a  terrace and AC  painted 2025,47279911,Martin,,Praha 1,50.07814,14.42386,Entire home/apt,1357,2,233,2025-02-25,3.54,1,216,58,
39191098,Artistic Apt. wth a balcony near Congress Centre,273488981,Lucie,,Praha 4,50.05864594925917,14.43573827096897,Entire home/apt,2157,4,94,2025-02-10,4.73,1,294,54,
39191397,Cozy studio Vltava - FREE PARKING,299268290,Petr,,Troja,50.11239,14.42708,Entire home/apt,,3,0,,,2,0,0,
39221096,Apartment in the centre of Prague by Wenceslas Sq,246823842,Olinn,,Praha 1,50.07887,14.42556,Entire home/apt,1042,2,276,2025-03-04,4.18,56,130,60,
39237024,Top Floor Industrial Apartment with a River View,39930262,Kateřina,,Praha 1,50.09104,14.42866,Entire home/apt,2591,2,10,2025-02-16,0.15,24,27,3,
39262306,Apartman 3 Vlkova,224320104,Štěpánka,,Praha 3,50.08271,14.44767,Entire home/apt,,30,1,2021-09-25,0.02,7,16,0,
39271064,"3.05 bedroom cozy apartment,5 min to the center.",242015882,Felix A Světlana,,Praha 8,50.09384,14.45629,Entire home/apt,,1,13,2024-05-26,0.20,20,219,1,
39273335,"6BR  4,5bath Golden Old Town BBQ & Castle V!EWS",106531182,Lucy & Martin,,Praha 1,50.08642,14.42186,Entire home/apt,9803,3,275,2025-03-09,4.17,10,181,78,
39275457,Комната Školska,293939227,Viky,,Praha 2,50.07741,14.4228,Private room,2922,1,0,,,1,90,0,
39277240,"3BR 2,5bath LOFT Jacuzzi Fireplace OLD TOWN sq",106531182,Lucy & Martin,,Praha 1,50.08642,14.42186,Entire home/apt,5947,2,335,2025-03-08,5.07,10,185,76,
39289857,"3BR 3,5bath Atelier Jacuzzi Fireplace OLD TOWN sq",106531182,Lucy & Martin,,Praha 1,50.08642,14.42186,Entire home/apt,5842,2,305,2025-03-09,4.65,10,192,81,
39310466,Apartmány Vysočany,293870252,Ростислав,,Praha 9,50.12324,14.49108,Entire home/apt,9716,1,0,,,1,180,0,
39315638,Central Prague top loft apartment,2060003,Fabrizio And Vera,,Praha 8,50.09329,14.45745,Entire home/apt,1862,1,98,2024-12-22,1.49,1,147,24,
39317169,TRULY Cozy & Quiet Guesthouse,146021488,Naila,,Praha 2,50.07529,14.44487,Private room,792,3,154,2025-03-07,2.36,3,120,62,
39320198,Beautiful  apartment in Prague,50538820,Pavlína,,Praha 7,50.10309,14.45184,Entire home/apt,1307,3,121,2024-12-30,1.85,5,334,37,
39330010,Amazing view apartment in the heart of Prague,302073082,Vladimír,,Praha 1,50.07881,14.42558,Entire home/apt,1588,3,244,2025-03-09,3.70,3,163,55,
39345937,"Newly opened, designer OPERA  Apartment",293131279,Larisa,,Praha 1,50.07724,14.42853,Entire home/apt,3400,2,15,2024-11-10,0.23,3,268,3,
39351595,"*NEW* Old Town Apartment (3rd floor, no lift!)",107733593,Ondrej,,Praha 1,50.08412,14.41836,Entire home/apt,1506,2,298,2025-02-16,4.53,4,28,73,
39353577,Spacious 2 Bedroom Apartment,245947043,Jan,,Praha 2,50.0758782,14.4308156,Entire home/apt,4191,1,0,,,12,297,0,
39358686,Central apartment Jungmann - Incredible location,25224567,Simon,,Praha 1,50.0795,14.42274,Entire home/apt,2061,2,306,2025-03-02,4.65,5,32,68,
39358730,"Modrý apartmán v krásné zahradě, parkování zdarma",302251248,Luďka,,Praha 4,50.04395,14.47784,Entire home/apt,1500,2,56,2025-02-23,0.92,1,223,6,
39362897,Elegant residence by the river,44669007,Huseyin,,Praha 7,50.10184,14.45369,Private room,1757,1,1,2020-01-03,0.02,1,178,0,
39390358,At the Blue Lion - Apartment for 7 guests,81076775,Oleg,,Praha 1,50.08707,14.40333,Entire home/apt,5618,1,58,2025-02-27,0.89,10,251,44,
39399721,Terrace Flat,81076775,Oleg,,Praha 1,50.08616,14.40292,Entire home/apt,5519,1,73,2025-02-27,1.12,10,239,41,
39420868,Apartment in Prague City center,284763473,Lucie,,Praha 7,50.10343,14.43592,Private room,815,3,39,2025-01-03,0.60,1,127,8,
39433656,Útulný byt pod Vyšehradem,302887723,Zuzana,,Praha 2,50.06305,14.42408,Entire home/apt,2250,2,163,2025-01-05,2.82,1,343,37,
39499752,Domeček Ella,160713444,Petra,,Kunratice,50.01263,14.4875,Entire home/apt,1140,7,35,2025-01-06,0.55,1,196,5,
39531318,Steffany's court  ♦ Prague centre studio TOP view,234362175,Zuzana,,Praha 1,50.07883,14.42601,Entire home/apt,1655,2,288,2025-03-11,4.42,3,143,73,
39571265,Roomy & Spacious Apartment in Centre - meet locals,82459266,Zeb,,Praha 1,50.07795,14.41701,Entire home/apt,,2,133,2024-11-16,2.05,34,194,26,
39572519,Bouquet Apartment 207,3763896,Evgeny,,Praha 1,50.07822,14.42396,Entire home/apt,1366,2,10,2025-01-02,0.16,14,209,3,
39572909,Bouquet apartment 208,3763896,Evgeny,,Praha 1,50.07752,14.42182,Entire home/apt,1185,2,12,2025-01-15,0.22,14,168,1,
39591852,Bouquet apartment 306,3763896,Evgeny,,Praha 2,50.0769,14.42206,Entire home/apt,1437,2,10,2024-06-16,0.16,14,208,1,
39592204,Bouquet apartment 307,3763896,Evgeny,,Praha 2,50.07658,14.42163,Entire home/apt,1366,2,17,2025-01-08,0.30,14,294,4,
39592310,Bouquet apartment 308,3763896,Evgeny,,Praha 1,50.07807,14.42166,Entire home/apt,1257,2,18,2022-06-07,0.28,14,195,0,
38070176,Sunlit Central Apt - Parking available,123711443,Creative Residence,,Praha 1,50.0795,14.42743,Entire home/apt,2084,2,231,2025-03-07,3.44,35,122,67,
38177207,"Studio,15min to Centre,Self-check in,Welcome drink",180649934,Barbora,,Praha 7,50.110531,14.450743,Entire home/apt,934,1,208,2025-03-08,3.09,1,46,50,
38241447,Trendy 2 Bedroom– Comfort & Style in Top Area,150457681,Jana,,Praha 6,50.09896,14.39706,Entire home/apt,5290,2,62,2025-02-02,0.95,1,33,23,
38245473,Old Prague 1 - Bedroom suite,5297514,Wishlist Prague Residences,,Praha 1,50.09075,14.42249,Entire home/apt,,2,17,2025-02-03,0.27,41,163,8,
38259510,City Castle Aparthotel - Apartment n. 2,59629547,Petr,,Praha 6,50.09938,14.401,Hotel room,1391,2,4,2022-08-01,0.11,26,326,0,
38259892,City Castle Aparthotel - apartment n.4,59629547,Petr,,Praha 6,50.09784,14.40291,Hotel room,1653,2,3,2024-10-30,0.08,26,354,1,
38260195,City Castle Aparthotel - Apartment n.5,59629547,Petr,,Praha 6,50.09926,14.40083,Hotel room,1330,2,10,2024-09-04,0.18,26,336,1,
38260375,VIP Accommodation Prague S3,290761654,Hana,,Praha 8,50.11468,14.4682,Entire home/apt,2070,2,30,2024-12-15,0.45,2,54,6,
38260567,Hezky a cisty byt - 20 minut od centra mesta,103448511,Milan,,Praha 8,50.11294,14.47371,Entire home/apt,,2,48,2025-01-20,0.72,1,26,5,
